cname,mname,mdesc,mhash,line,inst,attr,event,vtype,freq,record,value1,seqnum1,thread1,value2,seqnum2,thread2,value3,seqnum3,thread3,value4,seqnum4,thread4,value5,seqnum5,thread5,value6,seqnum6,thread6,value7,seqnum7,thread7,value8,seqnum8,thread8,value9,seqnum9,thread9,value10,seqnum10,thread10,value11,seqnum11,thread11,value12,seqnum12,thread12,value13,seqnum13,thread13,value14,seqnum14,thread14,value15,seqnum15,thread15,value16,seqnum16,thread16,value17,seqnum17,thread17,value18,seqnum18,thread18,value19,seqnum19,thread19,value20,seqnum20,thread20,value21,seqnum21,thread21,value22,seqnum22,thread22,value23,seqnum23,thread23,value24,seqnum24,thread24,value25,seqnum25,thread25,value26,seqnum26,thread26,value27,seqnum27,thread27,value28,seqnum28,thread28,value29,seqnum29,thread29,value30,seqnum30,thread30,value31,seqnum31,thread31,value32,seqnum32,thread32
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,60,"null",LINE_NUMBER,void,1,1,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,61,"owner=java/lang/System,name=out,type=Ljava/io/PrintStream;",GET_STATIC_FIELD,object,1,1,java.io.PrintStream@42420894,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,62,"varindex=3,name=values,type=[I",LOCAL_LOAD,object,1,1,[I@7e0b52e7,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,64,"null",ARRAY_LOAD,object,1,1,[I@7e0b52e7,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,64,"null",ARRAY_LOAD_INDEX,int,1,1,1,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,64,"null",ARRAY_LOAD_RESULT,int,1,1,200,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,65,"opcode=INVOKEVIRTUAL,owner=java/io/PrintStream,name=println,desc=(I)V,methodtype=instance",CALL,object,1,1,java.io.PrintStream@42420894,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,65,"index=1,type=I",CALL_PARAM,int,1,1,200,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,23,65,"type=V",CALL_RETURN,void,1,1,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,66,"null",LABEL,int,1,1,65,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,67,"null",LINE_NUMBER,void,1,1,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,68,"owner=java/lang/System,name=out,type=Ljava/io/PrintStream;",GET_STATIC_FIELD,object,1,1,java.io.PrintStream@42420894,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,69,"varindex=3,name=values,type=[I",LOCAL_LOAD,object,1,1,[I@7e0b52e7,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,71,"null",ARRAY_LOAD,object,1,1,[I@7e0b52e7,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,71,"null",ARRAY_LOAD_INDEX,int,1,1,2,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,71,"null",ARRAY_LOAD_RESULT,int,1,1,500,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,72,"opcode=INVOKEVIRTUAL,owner=java/io/PrintStream,name=println,desc=(I)V,methodtype=instance",CALL,object,1,1,java.io.PrintStream@42420894,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,72,"index=1,type=I",CALL_PARAM,int,1,1,500,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,24,72,"type=V",CALL_RETURN,void,1,1,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,73,"null",LABEL,int,1,1,72,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,74,"null",LINE_NUMBER,void,1,1,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,75,"owner=java/lang/System,name=out,type=Ljava/io/PrintStream;",GET_STATIC_FIELD,object,1,1,java.io.PrintStream@42420894,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,76,"varindex=3,name=values,type=[I",LOCAL_LOAD,object,1,1,[I@7e0b52e7,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,77,"null",ARRAY_LENGTH,object,1,1,[I@7e0b52e7,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,77,"null",ARRAY_LENGTH_RESULT,int,1,1,3,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,78,"opcode=INVOKEVIRTUAL,owner=java/io/PrintStream,name=println,desc=(I)V,methodtype=instance",CALL,object,1,1,java.io.PrintStream@42420894,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,78,"index=1,type=I",CALL_PARAM,int,1,1,3,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,25,78,"type=V",CALL_RETURN,void,1,1,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,79,"null",LABEL,int,1,1,78,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,80,"null",LINE_NUMBER,void,1,1,0,121,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,82,"varindex=6,name=i,type=I",LOCAL_STORE,int,1,1,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,83,"null",LABEL,int,3,3,79,123,0,96,135,0,96,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,85,"varindex=6,name=i,type=I",LOCAL_LOAD,int,3,3,0,124,0,1,136,0,2,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,88,"null",LABEL,int,2,2,87,125,0,87,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,89,"null",LINE_NUMBER,void,2,2,0,126,0,0,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,90,"owner=java/lang/System,name=out,type=Ljava/io/PrintStream;",GET_STATIC_FIELD,object,2,2,java.io.PrintStream@42420894,127,0,java.io.PrintStream@42420894,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,91,"varindex=6,name=i,type=I",LOCAL_LOAD,int,2,2,0,128,0,1,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,92,"opcode=INVOKEVIRTUAL,owner=java/io/PrintStream,name=println,desc=(I)V,methodtype=instance",CALL,object,2,2,java.io.PrintStream@42420894,129,0,java.io.PrintStream@42420894,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,92,"index=1,type=I",CALL_PARAM,int,2,2,0,130,0,1,142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,27,92,"type=V",CALL_RETURN,void,2,2,0,131,0,0,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,93,"null",LABEL,int,2,2,92,132,0,92,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,94,"null",LINE_NUMBER,void,2,2,0,133,0,0,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,26,95,"amount=1,varindex=6,name=i,type=I",LOCAL_INCREMENT,int,2,2,1,134,0,2,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,29,97,"null",LABEL,int,1,1,87,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,29,98,"null",LINE_NUMBER,void,1,1,0,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,main,([Ljava/lang/String;)V,d8479d1c,29,100,"null",METHOD_NORMAL_EXIT,void,1,1,0,151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,0,"methodtype=constructor",METHOD_ENTRY,void,1,1,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,0,"null",LABEL,int,1,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,1,"null",LINE_NUMBER,void,1,1,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,3,"opcode=INVOKESPECIAL,owner=java/lang/Object,name=<init>,desc=()V,methodtype=constructor",CALL,void,1,1,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,3,"type=V",CALL_RETURN,void,1,1,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,34,3,"null",METHOD_OBJECT_INITIALIZED,object,1,1,selogger.testdata.SimpleTarget@3b09dbe2,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,32,4,"null",LABEL,int,1,1,3,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,32,5,"null",LINE_NUMBER,void,1,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,32,8,"owner=selogger/testdata/SimpleTarget,name=FIELD,type=I",PUT_INSTANCE_FIELD,object,1,1,selogger.testdata.SimpleTarget@3b09dbe2,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,32,8,"owner=selogger/testdata/SimpleTarget,name=FIELD,type=I",PUT_INSTANCE_FIELD_VALUE,int,1,1,2,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,35,9,"null",LABEL,int,1,1,8,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,35,10,"null",LINE_NUMBER,void,1,1,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<init>,()V,76e16d62,35,11,"null",METHOD_NORMAL_EXIT,void,1,1,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,0,"methodtype=instance,index=0",METHOD_ENTRY,object,1,1,selogger.testdata.SimpleTarget@3b09dbe2,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,0,"null",LABEL,int,1,1,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,1,"null",LINE_NUMBER,void,1,1,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,3,"owner=selogger/testdata/SimpleTarget,name=FIELD,type=I",GET_INSTANCE_FIELD,object,1,1,selogger.testdata.SimpleTarget@3b09dbe2,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,3,"owner=selogger/testdata/SimpleTarget,name=FIELD,type=I",GET_INSTANCE_FIELD_RESULT,int,1,1,2,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,getField,()I,9909a54f,38,4,"null",METHOD_NORMAL_EXIT,int,1,1,2,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<clinit>,()V,d5d05276,31,0,"methodtype=static",METHOD_ENTRY,void,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<clinit>,()V,d5d05276,31,0,"null",LABEL,int,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<clinit>,()V,d5d05276,31,1,"null",LINE_NUMBER,void,1,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<clinit>,()V,d5d05276,31,3,"owner=selogger/testdata/SimpleTarget,name=INDEX,type=I",PUT_STATIC_FIELD,int,1,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selogger/testdata/SimpleTarget,<clinit>,()V,d5d05276,31,4,"null",METHOD_NORMAL_EXIT,void,1,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
